z,0,34,2002,37.6346,-0.126374,11.4516,00:00:06,
z,0,35,2002,37.2536,-0.126374,11.4458,00:00:07,
z,0,36,2002,36.8726,-0.126374,11.446,00:00:07,
z,0,43,2028,37.5423,-0.126374,11.4605,00:00:08,
z,0,44,2028,37.2009,-0.126374,11.4557,00:00:08,
z,0,45,2028,36.8596,-0.126374,11.4491,00:00:09,
z,0,69,2008,37.5933,-0.126374,10.8263,00:00:13,
z,0,69,2029,37.7387,-0.126374,11.9271,00:00:13,
z,0,70,2008,37.3982,-0.126374,10.8572,00:00:14,
z,0,70,2029,37.4643,-0.126374,11.9405,00:00:14,
z,0,71,2008,37.2003,-0.126374,10.8747,00:00:14,
z,0,72,2008,37.0018,-0.126374,10.871,00:00:14,
z,0,73,2008,36.804,-0.126374,10.8529,00:00:14,
z,0,75,2009,37.5251,-0.126374,11.3052,00:00:15,
z,0,76,2009,37.2758,-0.126374,11.3091,00:00:15,
z,0,77,2009,37.0297,-0.126374,11.3229,00:00:15,
z,0,78,2009,36.7856,-0.126374,11.3399,00:00:15,
z,0,81,2015,37.6012,-0.126374,11.1574,00:00:16,
z,0,82,2015,37.3338,-0.126374,11.1572,00:00:16,
z,0,83,2015,37.0682,-0.126374,11.1617,00:00:16,
z,0,84,2015,36.8033,-0.126374,11.1622,00:00:16,
z,0,90,2033,37.7113,-0.126374,10.8845,00:00:18,
z,0,91,2033,37.4557,-0.126374,10.9115,00:00:18,
z,0,92,2033,37.1997,-0.126374,10.9355,00:00:18,
z,0,93,2033,36.9435,-0.126374,10.956,00:00:18,
z,0,96,2016,37.5137,-0.126374,10.8277,00:00:19,
z,0,96,2032,37.6045,-0.126374,11.8997,00:00:19,
z,0,97,2016,37.2491,-0.126374,10.8496,00:00:19,
z,0,97,2032,37.3932,-0.126374,11.8896,00:00:19,
z,0,98,2016,36.9841,-0.126374,10.8675,00:00:19,
z,0,98,2032,37.182,-0.126374,11.8779,00:00:19,
x,1,99,2002,28.6524,2.29293,17.5346,00:00:19,
z,0,99,2032,36.9709,-0.126374,11.8653,00:00:19,
x,1,100,2002,28.6517,2.27297,17.7429,00:00:20,
z,0,101,2001,37.5892,-0.126374,11.4432,00:00:20,
x,1,101,2002,28.6525,2.27297,17.9872,00:00:20,
z,0,102,2001,37.365,-0.126374,11.4357,00:00:20,
x,1,102,2002,28.6525,2.27297,17.9872,00:00:20,
z,0,103,2001,37.1429,-0.126374,11.4291,00:00:20,
z,0,104,2001,36.9222,-0.126374,11.4227,00:00:20,
z,0,109,2017,37.7661,-0.126374,11.8535,00:00:21,
z,0,110,2017,37.5535,-0.126374,11.8257,00:00:22,
z,0,110,2030,37.6339,-0.126374,10.7457,00:00:22,
z,0,111,2017,37.3405,-0.126374,11.8015,00:00:22,
z,0,111,2030,37.4095,-0.126374,10.79,00:00:22,
z,0,112,2017,37.1268,-0.126374,11.7836,00:00:22,
z,0,112,2030,37.1844,-0.126374,10.8307,00:00:22,
z,0,113,2017,36.9124,-0.126374,11.7823,00:00:22,
z,0,113,2030,36.9573,-0.126374,10.8588,00:00:22,
z,0,114,2031,37.6527,-0.126374,11.7422,00:00:22,
z,0,115,2031,37.4522,-0.126374,11.7203,00:00:23,
x,1,116,2028,28.8168,2.29293,17.5437,00:00:23,
z,0,116,2031,37.2377,-0.126374,11.6997,00:00:23,
z,0,117,2010,37.6084,-0.126374,10.8247,00:00:23,
x,1,117,2028,28.8215,2.27297,17.73,00:00:23,
z,0,117,2031,37.0097,-0.126374,11.6826,00:00:23,
z,0,118,2010,37.41,-0.126374,10.8645,00:00:23,
x,1,118,2028,28.827,2.27297,17.9486,00:00:23,
z,0,118,2031,36.7695,-0.126374,11.6679,00:00:23,
